Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Valor de mercado,Vencimiento contrato,Partidos jugados,Minutos jugados,Goles,xG,Asistencias,xA,Duelos/90,"Duelos ganados, %",País de nacimiento,Pasaporte,Pie,Altura,Peso,En préstamo,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Centros desde la banda izquierda/90,"Precisión centros desde la banda izquierda, %",Centros desde la banda derecha/90,"Precisión centros desde la banda derecha, %",Centros al área pequeña/90,Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases cortos / medios /90,"Precisión pases cortos / medios, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90.1,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90.1,Tiros libres/90,Tiros libres directos/90,"Tiros libres directos, %",Córneres/90,Penaltis a favor,"Penaltis realizados, %",Temporada,pos_primaria,grupo,cluster,arquetipo,distancia_centroide,pureza_arquetipo,pca1,pca2
Toni Villa,Girona,Girona,"LW, RW",31,1500000,2026-06-30,26,1114,1,1.45,3,1.7,25.37,47.13,Spain,Spain,derecho,172,63,no,7.84,8.73,63.89,0.65,37.5,0.24,0.34,0.0,2.02,2.87,0.89,2,0.16,0,0.0,4.77,0.08,1,0.08,0.12,0,0.0,20,1.62,15.0,5.0,0.24,2.75,41.18,1.7,38.1,1.05,46.15,0.24,7.76,43.75,13.73,36.47,2.67,2.26,1.21,22.38,2.1,1.54,29.0,78.27,8.16,76.24,6.46,91.25,8.56,76.42,25.69,83.33,0.73,22.22,15.84,10.43,0.14,1.37,0.16,0.16,0.32,0.0,0.65,2.91,61.11,2.1,61.54,0.48,0.0,0.24,1.13,5.98,81.08,0,,0,,0,0,0,0.0,,,0.08,,,0.0,0.0,0.0,0.16,0,0.0,2022-23,LW,Extremo,2,Asociativo,2.9697351393340843,20.8,-0.2972293497778394,0.7700501389544533
Valery Fernández,Girona,Girona,"LW, LWB",26,2500000,2028-06-30,25,1097,0,0.63,1,1.18,15.01,45.9,Spain,Spain,derecho,182,75,no,5.0,2.79,64.71,1.64,45.0,0.08,0.12,0.08,3.12,4.44,0.41,1,0.08,0,0.0,2.87,0.0,0,0.0,0.05,0,0.0,7,0.57,0.0,0.0,0.08,1.97,25.0,1.8,27.27,0.16,0.0,0.16,4.02,57.14,8.7,43.4,2.22,1.64,0.41,17.47,1.8,1.31,26.01,85.8,4.02,79.59,7.63,95.7,7.47,82.42,23.38,91.23,0.74,66.67,15.71,7.63,0.1,1.15,0.0,0.0,0.16,50.0,0.33,1.39,88.24,1.8,40.91,0.25,33.33,0.9,0.49,2.3,75.0,0,,0,,0,0,0,0.0,,,0.57,,,0.0,0.0,0.0,0.08,0,0.0,2022-23,LW,Extremo,3,Defensivo,1.871764979088702,75.3,-2.3395820090800843,0.4008132693362037
Juanmi,Real Betis,Real Betis,"LAMF, LW",33,6000000,2027-06-30,22,1055,4,5.06,0,1.05,19.19,38.22,Spain,Spain,derecho,172,63,no,6.31,5.63,51.52,2.56,33.33,1.11,1.75,0.09,2.3,3.63,1.28,3,0.26,0,0.0,2.05,0.34,4,0.34,0.43,0,0.0,19,1.62,42.11,21.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,57.69,6.65,42.31,2.3,0.94,0.34,15.95,0.94,1.88,20.05,85.11,3.41,70.0,7.76,90.11,4.78,89.29,19.45,86.4,0.6,42.86,13.23,10.76,0.09,0.43,0.0,0.17,0.17,50.0,0.17,1.02,58.33,0.77,44.44,0.26,0.0,0.6,0.0,1.36,62.5,0,,0,,0,0,0,0.0,,,0.09,,,0.0,0.0,0.0,0.0,0,0.0,2022-23,LAMF,Extremo,1,Finalizador,3.377056347824874,14.8,-1.5175045444399817,-3.787759342589962
Bryan Gil,Sevilla,Sevilla,"LAMF, LW, LWB",25,14000000,2030-06-30,17,980,2,3.27,2,0.81,23.97,45.21,Spain,Spain,izquierdo,175,65,no,7.99,7.81,56.47,1.65,38.89,0.28,0.36,0.0,3.31,4.35,1.56,4,0.37,0,0.0,3.49,0.18,2,0.18,0.3,0,0.0,17,1.56,23.53,11.765,0.18,2.66,24.14,2.48,22.22,0.18,50.0,0.0,5.14,46.43,10.93,42.86,2.11,1.74,1.29,21.31,1.29,1.84,30.77,75.82,6.52,56.34,8.91,94.85,7.07,66.23,27.37,82.55,0.83,11.11,16.09,11.13,0.07,0.73,0.0,0.0,0.28,33.33,0.28,1.47,37.5,2.76,40.0,0.37,0.0,0.55,0.83,4.32,42.55,0,,0,,0,0,0,0.0,,,0.0,,,0.09,0.0,0.0,0.46,0,0.0,2022-23,LAMF,Extremo,3,Defensivo,2.6975148207259902,27.0,-1.1555890432316762,-0.6360941362147557
Ander Barrenetxea,Real Sociedad,Real Sociedad,"LW, RB, LWF",24,0,2030-06-30,23,961,3,2.97,1,0.35,29.59,43.67,Spain,Spain,derecho,175,74,no,8.8,8.24,53.41,2.81,33.33,0.84,1.22,0.09,3.56,5.14,2.25,4,0.37,0,0.0,5.81,0.28,3,0.28,0.28,0,0.0,18,1.69,66.67,16.667,0.09,2.15,34.78,1.22,38.46,0.84,33.33,0.28,6.65,54.93,14.14,40.4,3.18,2.43,0.75,23.04,1.59,1.31,32.12,79.88,8.62,67.39,8.8,92.55,8.24,87.5,28.1,85.67,2.15,52.17,16.35,18.09,0.03,0.56,0.0,0.0,0.37,75.0,0.37,2.72,72.41,1.4,66.67,0.37,50.0,0.84,0.56,4.12,79.55,0,,0,,0,0,0,0.0,,,0.19,,,0.19,0.19,50.0,0.19,0,0.0,2022-23,LW,Extremo,1,Finalizador,3.0766722730615945,22.2,-0.9689340018990025,-1.5392950349796166
Savinho,Girona,Girona,"LAMF, LW",22,50000000,2031-06-30,37,3256,9,6.11,8,8.14,21.56,46.28,Brazil,Brazil,izquierdo,176,71,no,4.17,4.09,48.65,0.72,19.23,0.11,0.16,0.03,2.07,3.06,0.83,5,0.14,0,0.0,7.21,0.25,9,0.25,0.17,0,0.0,46,1.27,45.65,19.565,0.22,4.04,34.25,3.21,32.76,0.83,40.0,0.94,8.87,57.94,14.48,48.28,3.62,4.59,1.85,22.2,3.04,1.8,28.94,79.37,4.34,71.97,8.9,95.34,9.32,73.0,24.19,87.31,0.91,54.55,17.31,23.0,0.22,1.19,0.11,0.03,0.19,57.14,0.69,1.38,68.0,3.26,60.17,0.28,50.0,1.38,1.33,3.62,83.97,0,,0,,0,0,0,0.0,,,0.06,,,0.0,0.0,0.0,0.11,0,0.0,2023-24,LAMF,Extremo,0,Desbordador,2.2957178869808175,75.8,2.7791710235078617,1.4535367461236164
Iñaki Williams,Athletic Club,Athletic Club,"RAMF, RW, CF",31,25000000,2028-06-30,34,3081,12,9.35,3,6.01,22.0,46.48,Spain,"Spain, Ghana",derecho,186,80,no,5.35,4.21,61.81,2.1,44.44,0.09,0.11,0.12,2.66,3.44,0.82,4,0.12,0,0.0,5.9,0.35,12,0.35,0.27,1,0.03,82,2.4,48.78,14.634,0.09,3.89,28.57,0.26,22.22,3.59,29.27,0.26,5.9,56.93,12.04,44.66,4.7,3.01,0.76,21.53,2.25,1.26,27.98,69.73,5.35,59.02,7.24,89.92,8.47,64.14,23.49,77.36,0.82,32.14,17.04,26.03,0.18,1.08,0.15,0.0,0.88,30.0,0.79,1.64,55.36,3.71,46.46,1.02,25.71,1.14,1.05,3.45,77.97,0,,0,,0,0,0,0.0,,,0.03,,,0.0,0.0,0.0,0.0,0,0.0,2023-24,RAMF,Extremo,0,Desbordador,2.3241659532025394,72.7,2.8226105528022893,-0.4484746043883712
Isi Palazón,Rayo Vallecano,Rayo Vallecano,"RW, RAMF",31,8000000,2028-06-30,37,3024,4,5.98,2,2.15,25.63,41.58,Spain,Spain,izquierdo,169,71,no,6.4,5.95,60.5,3.69,32.26,0.06,0.08,0.03,2.74,3.65,1.01,8,0.24,0,0.0,2.62,0.12,2,0.06,0.18,0,0.0,71,2.11,47.89,5.634,0.06,0.92,19.35,0.33,9.09,0.6,25.0,0.09,2.86,43.75,11.64,36.83,1.28,1.04,0.45,21.76,1.7,2.23,30.74,77.64,9.55,62.93,7.47,95.62,8.1,76.1,27.14,82.46,2.74,47.83,17.24,34.31,0.06,0.86,0.03,0.0,0.6,30.0,0.09,4.58,64.94,1.9,40.63,0.8,22.22,0.65,0.18,4.7,72.78,0,,0,,0,0,0,0.0,,,0.09,,,1.43,0.18,50.0,2.47,2,100.0,2023-24,RW,Extremo,3,Defensivo,2.23910622542929,51.7,-2.639144739875953,-1.6798870250078464
M. Greenwood,Getafe,Getafe,"RW, CF, LW",24,0,2029-06-30,33,2964,8,8.47,6,2.79,19.65,40.8,England,"England, Jamaica",derecho,181,80,no,2.16,2.98,50.0,0.91,23.33,0.0,0.0,0.0,0.67,0.92,1.15,6,0.18,1,0.03,6.22,0.24,6,0.18,0.26,0,0.0,96,2.91,37.5,8.333,0.18,2.7,35.96,0.73,50.0,1.91,31.75,0.52,7.65,53.97,13.27,43.25,2.91,4.07,1.28,23.02,2.16,1.18,29.18,80.12,4.77,65.61,6.86,93.36,12.3,79.26,23.35,87.65,3.31,61.47,18.66,33.82,0.08,0.88,0.03,0.03,0.12,25.0,0.3,3.07,69.31,2.67,44.32,0.52,11.76,0.76,1.09,4.04,79.7,0,,0,,0,0,0,0.0,,,0.06,,,0.67,0.15,0.0,1.18,3,66.667,2023-24,RW,Extremo,1,Finalizador,3.4336411098367434,12.3,2.20145746033662,-1.2039577348693387
Diego López,Valencia,Valencia,"LW, CF, RW",24,14000000,2029-06-30,36,2875,3,3.16,3,3.19,18.94,41.65,Spain,Spain,derecho,172,62,no,5.92,6.29,56.72,3.38,28.7,0.25,0.3,0.06,2.1,2.53,0.85,2,0.06,0,0.0,2.5,0.09,3,0.09,0.1,1,0.03,34,1.06,41.18,8.824,0.09,2.79,21.35,0.78,16.0,2.0,23.44,0.53,2.69,51.16,5.95,38.95,2.85,2.19,1.03,15.43,1.78,0.97,23.07,68.52,6.17,59.39,4.66,88.59,7.33,66.67,19.72,75.56,0.69,50.0,16.96,15.63,0.1,0.88,0.09,0.03,0.34,27.27,0.5,1.82,65.52,2.35,36.0,0.16,0.0,0.66,0.56,2.75,62.5,0,,0,,0,0,0,0.0,,,0.06,,,0.0,0.0,0.0,0.0,0,0.0,2023-24,LW,Extremo,3,Defensivo,1.3466598392996307,95.5,-1.1964652466964059,0.41678105994400555
Dani Rodríguez,Mallorca,Mallorca,"LW, RCMF, RW",38,1000000,2027-06-30,36,2834,2,1.77,4,6.22,21.44,41.33,Spain,Spain,derecho,178,71,no,6.92,7.4,54.51,2.6,28.05,0.38,0.47,0.03,2.51,3.11,1.97,8,0.25,0,0.0,2.57,0.06,2,0.06,0.06,0,0.0,25,0.79,16.0,8.0,0.13,2.22,40.0,1.27,37.5,0.95,43.33,0.32,3.24,43.14,8.89,37.14,1.18,1.43,1.05,16.96,1.24,1.3,26.74,76.01,7.43,64.1,5.72,90.56,8.13,73.05,21.88,82.87,2.67,48.81,17.83,31.21,0.2,1.46,0.06,0.0,0.32,50.0,0.35,3.56,58.04,2.83,48.31,0.76,37.5,0.6,0.89,4.16,72.52,0,,0,,0,0,0,0.0,,,0.1,,,1.59,0.0,0.0,2.89,0,0.0,2023-24,LW,Extremo,3,Defensivo,2.2501022336481378,50.6,-2.1916515295632957,1.2046076794670628
Álex Baena,Villarreal,Villarreal,"LW, CF",24,0,2030-06-30,34,2799,2,6.02,14,9.86,16.69,44.89,Spain,Spain,derecho,174,69,no,5.11,5.5,50.29,0.74,21.74,0.1,0.12,0.1,2.25,2.9,1.64,11,0.35,1,0.03,3.57,0.06,2,0.06,0.19,0,0.0,68,2.19,36.76,2.941,0.45,2.89,28.89,1.7,22.64,1.19,37.84,0.45,2.6,55.56,7.17,45.29,2.7,1.99,1.19,28.26,1.48,1.86,35.63,76.35,10.1,68.15,5.63,92.0,13.44,77.99,28.94,82.56,3.86,65.0,19.85,33.73,0.32,2.19,0.1,0.03,0.93,51.72,0.93,4.79,68.46,4.12,51.56,1.41,52.27,1.7,0.87,6.69,75.0,0,,0,,0,0,0,0.0,,,0.13,,,1.03,0.16,40.0,3.05,1,0.0,2023-24,LW,Extremo,2,Asociativo,2.808754883508954,29.9,1.4525973497227531,1.3762501610528306
Adri Embarba,Almería,Almería,"LAMF, LW, RAMF",34,1800000,2028-06-30,36,2730,3,4.56,2,4.41,22.68,44.48,Spain,Spain,derecho,173,68,no,6.43,5.84,59.89,2.47,34.67,0.53,0.67,0.07,2.41,3.05,1.19,5,0.16,0,0.0,4.81,0.1,2,0.07,0.15,0,0.0,61,2.01,39.34,4.918,0.07,3.0,31.87,1.81,34.55,1.19,27.78,0.4,5.6,54.12,11.47,42.24,1.78,2.27,1.02,17.8,1.48,1.29,24.4,73.51,6.07,57.61,5.34,93.21,8.21,76.31,19.81,81.36,1.81,50.91,19.1,35.07,0.15,1.29,0.07,0.0,0.26,12.5,0.49,2.6,60.76,2.64,42.5,0.4,8.33,0.56,0.89,3.96,65.0,0,,0,,0,0,0,0.0,,,0.0,,,1.19,0.36,45.45,3.07,1,100.0,2023-24,LAMF,Extremo,2,Asociativo,1.403328073840806,94.8,-0.28440564656902545,0.6061936048789154
Luis Rioja,Deportivo Alavés,Deportivo Alavés,"LAMF, LW, RAMF",32,4000000,2027-06-30,37,2701,5,5.62,3,4.87,14.36,45.94,Spain,Spain,izquierdo,175,68,no,4.4,3.8,54.39,1.23,24.32,0.07,0.08,0.03,2.27,2.66,0.7,4,0.13,0,0.0,4.9,0.17,2,0.07,0.19,0,0.0,51,1.7,33.33,9.804,0.1,4.27,34.38,3.2,33.33,1.07,37.5,0.53,4.07,66.39,7.46,51.79,1.93,1.93,1.0,16.96,1.7,0.57,25.49,69.67,6.76,62.07,5.56,85.63,7.43,67.71,19.66,79.32,1.83,41.82,19.84,27.5,0.16,1.3,0.07,0.0,0.43,38.46,0.63,1.63,55.1,3.5,53.33,0.3,33.33,0.63,1.37,4.2,68.25,0,,0,,0,0,0,0.0,,,0.13,,,0.73,0.1,33.33,1.67,4,75.0,2023-24,LAMF,Extremo,2,Asociativo,1.958597627233149,76.6,0.5684813001216422,1.1426997374391492
Álvaro García,Rayo Vallecano,Rayo Vallecano,"LAMF, LW",33,3000000,2028-06-30,32,2665,6,5.85,1,3.47,11.48,42.06,Spain,Spain,izquierdo,167,60,no,6.08,4.05,47.5,1.35,27.5,0.0,0.0,0.0,4.15,5.52,0.84,7,0.24,1,0.03,3.28,0.2,6,0.2,0.2,0,0.0,41,1.38,41.46,14.634,0.03,4.42,32.82,4.05,33.33,0.37,27.27,0.24,1.86,61.82,3.75,49.55,3.11,1.28,0.81,18.44,2.3,0.78,26.34,67.05,6.45,61.26,5.77,86.55,8.78,63.46,19.89,77.42,2.3,41.18,19.83,33.28,0.12,1.08,0.03,0.03,0.24,42.86,0.57,1.99,55.93,3.58,44.34,0.27,25.0,0.68,1.42,4.39,72.31,0,,0,,0,0,0,0.0,,,0.24,,,0.17,0.0,0.0,0.3,0,0.0,2023-24,LAMF,Extremo,2,Asociativo,2.6897511294794993,37.7,-0.464864626603138,0.49704982243816614
Munir El Haddadi,Las Palmas,Las Palmas,"RW, CF, LW",30,2500000,2027-06-30,38,2611,3,5.46,2,1.5,20.2,38.91,Spain,"Spain, Morocco",izquierdo,177,69,no,4.41,4.27,51.61,2.65,37.66,0.14,0.21,0.0,2.07,3.19,1.07,2,0.07,0,0.0,1.96,0.1,3,0.1,0.19,0,0.0,39,1.34,33.33,7.692,0.07,1.21,22.86,0.65,31.58,0.55,12.5,0.14,2.31,47.76,10.44,36.96,2.1,1.24,0.55,17.82,1.31,2.48,25.06,79.92,5.27,64.71,6.82,93.94,6.93,76.12,22.2,85.71,1.72,42.0,15.88,27.95,0.05,0.55,0.0,0.0,0.28,50.0,0.24,2.17,61.9,1.72,44.0,0.55,25.0,0.72,0.24,3.1,67.78,0,,0,,0,0,0,0.0,,,0.07,,,0.41,0.1,33.33,0.34,1,0.0,2023-24,RW,Extremo,3,Defensivo,2.1662651305888208,58.4,-2.109238260958027,-1.4979618169685365
J. Bellingham,Real Madrid,Real Madrid,"LW, AMF, CF",22,0,2029-06-30,28,2544,19,12.08,6,3.64,22.15,47.12,England,"England, Republic of Ireland",derecho,186,75,no,6.9,5.06,55.24,2.51,40.85,0.81,1.2,0.28,3.29,4.87,1.17,5,0.18,1,0.04,4.85,0.67,18,0.64,0.43,3,0.11,64,2.26,54.69,29.688,0.21,1.34,31.58,0.81,26.09,0.5,42.86,0.25,4.67,59.09,11.57,47.4,4.17,2.37,0.99,44.12,1.45,2.44,52.57,90.65,11.89,85.42,13.16,96.77,15.96,90.47,48.96,92.85,2.3,78.46,15.76,31.33,0.13,1.13,0.04,0.07,0.85,50.0,0.64,5.66,91.25,2.65,62.67,0.85,29.17,1.73,0.42,4.42,90.4,0,,0,,0,0,0,0.0,,,0.04,,,0.0,0.0,0.0,0.04,1,100.0,2023-24,LW,Extremo,1,Finalizador,3.7971432204938993,7.4,2.099538471226469,-3.365073923256312
Ayoze Pérez,Real Betis,Real Betis,"LAMF, CF, LW",32,7000000,2028-06-30,31,2491,9,10.94,0,3.1,24.35,43.62,Spain,Spain,derecho,178,66,no,7.19,6.4,60.45,2.2,24.59,0.54,0.71,0.11,2.78,3.66,1.26,4,0.14,0,0.0,4.81,0.33,9,0.33,0.4,0,0.0,62,2.24,43.55,14.516,0.0,1.19,21.21,0.83,30.43,0.36,0.0,0.14,5.67,60.51,12.68,40.17,4.41,2.78,0.51,19.4,1.63,1.66,25.83,82.38,6.11,74.56,7.3,91.58,5.89,83.44,23.85,86.21,0.83,60.87,14.39,18.33,0.11,1.01,0.0,0.0,0.4,36.36,0.47,2.17,78.33,1.59,65.91,0.36,30.0,1.37,0.25,3.0,74.7,0,,0,,0,0,0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,2023-24,LAMF,Extremo,1,Finalizador,2.4312190268786,48.1,0.8707995113024325,-2.759844540488047
Lamine Yamal,Barcelona,Barcelona,"RAMF, RWF",18,0,2031-06-30,37,2466,5,6.28,4,5.97,21.57,47.72,Spain,"Spain, Equatorial Guinea",izquierdo,180,72,no,6.24,5.73,58.6,0.47,15.38,0.33,0.61,0.0,2.55,4.72,0.84,3,0.11,0,0.0,6.9,0.18,5,0.18,0.23,0,0.0,51,1.86,37.25,9.804,0.15,3.54,34.02,0.18,0.0,3.32,35.16,0.55,8.47,54.74,13.47,46.88,4.16,4.09,1.46,32.99,2.08,1.79,40.26,82.05,5.88,65.84,12.81,95.16,12.92,78.53,35.36,87.51,1.42,61.54,16.37,21.27,0.22,1.35,0.15,0.04,1.09,33.33,0.84,1.68,78.26,4.45,50.0,1.24,35.29,2.26,1.24,5.36,88.44,0,,0,,0,0,0,0.0,,,0.11,,,0.04,0.0,0.0,0.66,0,0.0,2023-24,RAMF,Extremo,0,Desbordador,1.9126865002599924,90.9,2.963405906958887,1.3390706727994097
Nico Williams,Athletic Club,Athletic Club,"LAMF, LW",23,0,2035-06-30,31,2419,5,6.39,11,5.97,26.83,43.0,Spain,"Spain, Ghana",derecho,181,67,no,4.5,5.02,57.78,0.93,36.0,0.07,0.1,0.11,1.53,1.98,0.78,5,0.19,1,0.04,8.26,0.19,5,0.19,0.24,0,0.0,56,2.08,35.71,8.929,0.41,4.61,39.52,3.76,38.61,0.82,40.91,0.41,10.64,50.35,18.12,40.25,4.43,5.43,1.08,19.64,2.2,1.34,27.53,76.08,4.91,72.73,7.11,91.1,8.63,73.71,21.84,84.33,1.3,62.86,17.88,26.05,0.22,1.49,0.15,0.15,0.74,45.0,0.82,1.53,73.17,4.02,53.7,0.82,36.36,1.23,1.67,4.39,82.2,0,,0,,0,0,0,0.0,,,0.11,,,0.48,0.04,100.0,2.12,0,0.0,2023-24,LAMF,Extremo,0,Desbordador,1.8452642281342497,93.9,4.098877678442754,1.3405177238859072
T. Kubo,Real Sociedad,Real Sociedad,"RW, RWF",25,50000000,2029-06-30,30,2371,7,3.84,4,5.68,22.78,46.83,Japan,Japan,izquierdo,173,64,no,4.33,4.14,56.88,1.25,24.24,0.15,0.25,0.08,1.82,2.99,0.84,1,0.04,0,0.0,7.02,0.27,7,0.27,0.15,0,0.0,46,1.75,45.65,15.217,0.15,3.34,29.55,0.23,33.33,3.07,29.63,0.49,8.69,57.64,15.34,47.77,4.18,4.25,1.4,20.69,1.33,2.01,28.7,77.65,6.11,69.57,7.02,89.73,8.77,73.59,24.26,84.51,1.4,62.16,17.52,25.87,0.22,1.9,0.15,0.04,0.68,33.33,0.68,2.24,71.19,3.15,42.17,0.68,16.67,1.37,1.06,4.1,83.33,0,,0,,0,0,0,0.0,,,0.08,,,0.46,0.08,0.0,3.15,0,0.0,2023-24,RW,Extremo,0,Desbordador,1.8060171148730708,97.0,2.832960613729033,0.7553439015807697
V. Tsygankov,Girona,Girona,"RAMF, RW",28,30000000,2027-06-30,30,2219,8,6.65,7,5.58,17.28,46.95,Israel,"Israel, Ukraine",izquierdo,178,72,no,5.72,4.75,56.41,1.42,45.71,0.08,0.12,0.04,2.96,4.29,0.57,0,0.0,0,0.0,3.33,0.32,8,0.32,0.27,0,0.0,42,1.7,38.1,19.048,0.28,1.91,34.04,0.2,40.0,1.66,34.15,0.53,3.37,53.01,9.17,42.04,3.77,2.47,0.77,27.82,2.23,1.58,35.25,81.82,7.14,67.05,10.79,95.11,10.18,80.08,32.57,85.31,0.77,52.63,15.62,14.11,0.23,1.3,0.12,0.04,0.61,40.0,0.73,2.31,63.16,3.41,63.1,0.73,33.33,2.31,0.69,5.11,81.75,0,,0,,0,0,0,0.0,,,0.0,,,0.61,0.12,33.33,1.1,0,0.0,2023-24,RAMF,Extremo,1,Finalizador,2.3838034054948407,49.4,1.3128352404336654,-0.8471366359977847
Fran Pérez,Valencia,Valencia,RW,23,8000000,2029-06-30,32,2217,1,0.87,4,2.78,21.6,40.23,Spain,Spain,derecho,176,68,no,6.05,6.5,54.37,1.26,22.58,0.12,0.14,0.0,2.4,2.81,1.3,4,0.16,0,0.0,3.73,0.04,1,0.04,0.04,0,0.0,19,0.77,10.53,5.263,0.16,2.31,31.58,0.08,0.0,2.19,31.48,0.41,4.95,58.2,10.8,39.1,1.46,2.19,0.73,16.48,1.83,0.93,22.94,77.52,5.32,67.18,7.14,90.34,5.32,72.52,20.14,83.67,0.81,40.0,16.83,19.92,0.11,0.69,0.04,0.0,0.16,25.0,0.32,1.5,67.57,1.99,44.9,0.2,20.0,0.45,0.65,2.6,73.44,0,,0,,0,0,0,0.0,,,0.16,,,0.0,0.0,0.0,0.12,0,0.0,2023-24,RW,Extremo,3,Defensivo,1.697285710877872,83.1,-2.2767438089497793,1.1251508548858662
J. Bamba,Celta de Vigo,Celta de Vigo,"LW, LWF",30,9000000,2027-12-31,27,2190,3,3.63,2,2.85,20.42,45.07,France,"France, Côte d'Ivoire",derecho,175,70,no,4.52,3.49,47.06,1.44,28.57,0.04,0.05,0.0,2.84,3.37,0.66,0,0.0,0,0.0,4.85,0.12,3,0.12,0.15,0,0.0,39,1.6,33.33,7.692,0.08,2.88,28.57,2.38,29.31,0.49,25.0,0.41,6.37,52.9,12.99,45.25,3.21,3.25,1.15,22.32,1.19,2.51,30.7,78.45,7.52,74.86,6.82,93.37,7.48,76.37,27.0,84.47,0.82,55.0,15.85,15.81,0.12,1.03,0.04,0.0,0.45,27.27,0.45,2.47,63.33,2.55,50.0,0.66,37.5,1.32,0.9,3.53,75.58,0,,0,,0,0,0,0.0,,,0.0,,,0.0,0.0,0.0,0.04,0,0.0,2023-24,LW,Extremo,1,Finalizador,1.732439554747138,87.7,0.39078003636607744,0.16235506623578094
Marvin Park,Las Palmas,Las Palmas,"RW, RB",25,2000000,2028-06-30,31,2047,0,1.53,2,1.64,20.36,42.12,Spain,"Spain, Nigeria",derecho,178,66,no,7.91,7.21,57.32,3.03,30.43,0.35,0.53,0.09,3.43,5.15,1.67,5,0.22,0,0.0,2.64,0.0,0,0.0,0.07,0,0.0,13,0.57,23.08,0.0,0.09,4.44,16.83,0.0,0.0,4.4,17.0,0.7,2.9,60.61,7.21,35.98,1.85,1.85,0.92,23.35,2.11,1.1,31.57,75.49,5.58,69.29,9.89,93.78,8.71,63.13,26.6,86.12,0.7,31.25,16.91,14.19,0.07,0.48,0.04,0.0,0.04,0.0,0.31,1.54,60.0,3.03,24.64,0.09,0.0,0.22,0.7,3.08,58.57,0,,0,,0,0,0,0.0,,,0.88,,,0.0,0.0,0.0,0.04,0,0.0,2023-24,RW,Extremo,3,Defensivo,2.618755922243562,32.6,-2.587670162484968,2.066434910174551
Robert Navarro,Cádiz,Cádiz,"LW, RW",24,6000000,2030-06-30,28,1999,1,2.49,1,2.65,23.23,46.71,Spain,Spain,derecho,178,69,no,7.16,6.12,66.91,1.49,27.27,0.0,0.0,0.0,3.06,3.81,0.77,0,0.0,1,0.05,4.95,0.05,1,0.05,0.11,0,0.0,30,1.35,36.67,3.333,0.05,2.52,33.93,1.67,32.43,0.86,36.84,0.36,7.02,47.44,13.19,41.64,1.62,3.38,1.13,19.9,1.22,1.17,30.53,79.79,8.1,67.78,5.85,96.15,8.82,77.55,26.97,84.97,1.13,60.0,15.47,16.4,0.12,1.53,0.05,0.0,0.5,54.55,0.59,3.33,74.32,2.93,46.15,0.68,46.67,0.81,0.77,4.28,71.58,0,,0,,0,0,0,0.0,,,0.05,,,0.27,0.0,0.0,1.85,0,0.0,2023-24,LW,Extremo,2,Asociativo,2.202015403995427,61.0,-0.5714027218961394,1.2314556134388848
